FSR_1,FSR_2,FSR_3,FSR_4,FSR_5,Target
25,57,163,129,84,mild
26,75,145,106,283,moderate
172,284,74,67,139,moderate
71,155,181,121,53,moderate
65,148,274,233,96,moderate
284,36,232,127,36,moderate
207,157,224,201,65,moderate
137,209,14,290,211,moderate
233,121,31,42,217,moderate
182,186,172,235,243,severe
143,90,218,93,224,moderate
0,198,176,177,289,moderate
42,87,293,6,266,moderate
57,98,67,138,259,moderate
257,287,99,265,106,severe
221,86,168,267,114,moderate
76,126,247,139,226,moderate
126,239,245,178,84,moderate
164,36,140,291,46,moderate
85,261,210,100,148,moderate
32,24,166,227,174,moderate
290,84,157,155,292,moderate
216,29,217,44,101,moderate
16,186,292,97,85,moderate
218,291,136,151,92,moderate
276,97,262,225,34,moderate
125,271,82,268,182,moderate
260,132,218,294,8,moderate
164,296,147,214,298,severe
163,117,289,218,228,severe
157,219,208,205,200,moderate
203,2,134,28,35,mild
233,93,107,155,189,moderate
47,33,41,186,73,mild
45,219,107,219,230,moderate
188,219,36,244,18,moderate
5,251,22,232,184,moderate
64,155,106,241,31,moderate
6,22,277,270,259,moderate
248,70,288,258,184,severe
113,124,274,137,63,moderate
222,194,261,168,149,moderate
277,172,133,244,259,severe
91,253,29,205,109,moderate
117,15,173,28,204,moderate
249,95,214,119,254,moderate
154,10,190,247,202,moderate
285,152,44,92,158,moderate
169,147,82,169,257,moderate
198,264,19,259,273,severe
256,165,167,287,173,severe
81,6,285,0,43,mild
126,135,64,118,80,moderate
240,198,62,2,34,moderate
130,299,144,289,144,severe
251,117,287,110,275,severe
240,274,52,5,158,moderate
137,167,8,132,239,moderate
95,32,13,14,207,mild
195,5,180,39,207,moderate
125,50,164,178,186,moderate
249,59,167,115,92,moderate
164,207,180,185,10,moderate
149,250,119,234,83,moderate
116,141,2,188,21,mild
219,0,32,234,155,moderate
265,262,146,205,222,severe
226,55,266,160,244,moderate
190,162,16,47,271,moderate
92,44,10,56,88,mild
18,260,34,192,112,moderate
159,178,142,276,176,moderate
5,268,151,262,164,moderate
229,290,136,68,113,moderate
157,63,217,57,263,moderate
4,97,226,35,35,mild
160,234,153,48,54,moderate
270,287,205,98,73,moderate
147,161,90,61,117,moderate
220,96,61,17,82,mild
163,165,170,228,65,moderate
79,257,78,97,156,moderate
149,51,178,224,261,moderate
165,280,30,79,257,moderate
23,14,224,271,271,moderate
74,48,181,138,285,moderate
63,119,198,86,187,moderate
289,131,182,37,281,moderate
173,45,237,91,288,moderate
39,32,202,90,252,moderate
140,22,18,188,168,moderate
139,118,264,222,188,moderate
41,134,151,145,121,moderate
33,11,39,95,215,mild
252,179,186,51,192,moderate
51,84,249,94,231,moderate
105,33,91,42,58,mild
283,217,78,180,280,severe
140,166,114,65,122,moderate
209,134,162,114,228,moderate
72,194,234,188,162,moderate
53,227,227,92,14,moderate
259,171,203,271,111,severe
180,131,209,170,31,moderate
57,33,193,270,208,moderate
296,86,198,101,5,moderate
168,72,92,274,290,moderate
64,63,6,31,73,mild
150,265,35,29,83,moderate
185,121,180,216,211,moderate
146,124,54,52,263,moderate
245,3,167,161,28,moderate
277,127,125,279,100,moderate
249,36,140,133,92,moderate
28,149,279,276,217,moderate
27,41,290,41,142,moderate
204,242,191,284,165,severe
151,77,244,51,83,moderate
14,4,195,238,178,moderate
40,197,54,297,142,moderate
6,230,118,156,153,moderate
188,176,153,178,292,moderate
48,206,73,97,43,mild
290,13,93,245,63,moderate
154,56,168,30,125,moderate
223,182,167,31,62,moderate
51,107,279,228,25,moderate
154,256,146,69,256,moderate
21,124,238,272,166,moderate
232,102,18,248,275,moderate
275,129,159,243,129,moderate
233,81,126,169,127,moderate
294,93,4,60,97,moderate
138,256,9,207,263,moderate
108,87,261,44,122,moderate
21,183,89,169,61,moderate
159,224,41,240,5,moderate
91,147,83,258,104,moderate
295,102,225,267,183,severe
199,268,46,221,91,moderate
194,151,238,98,109,moderate
248,83,14,262,91,moderate
226,255,262,7,54,moderate
196,153,288,240,298,severe
84,53,54,199,282,moderate
204,297,130,12,12,moderate
255,105,247,160,21,moderate
105,276,141,121,103,moderate
234,20,80,259,80,moderate
143,276,195,164,27,moderate
43,161,296,254,26,moderate
149,159,94,234,123,moderate
245,241,246,218,53,severe
272,104,50,170,265,moderate
83,4,21,24,151,mild
94,260,122,70,3,moderate
152,290,55,286,281,severe
123,277,22,197,266,moderate
32,35,53,58,148,mild
28,281,32,39,162,moderate
196,186,242,167,279,severe
201,141,280,163,55,moderate
163,202,248,238,25,moderate
241,295,283,291,276,severe
114,0,202,222,82,moderate
86,153,137,268,49,moderate
66,72,239,251,100,moderate
58,239,264,133,296,moderate
116,31,2,237,184,moderate
265,224,147,62,106,moderate
93,46,16,228,53,mild
163,105,107,98,180,moderate
65,67,24,132,111,mild
103,48,272,81,291,moderate
248,76,254,1,192,moderate
17,219,234,194,274,moderate
34,63,220,209,6,moderate
190,83,256,278,156,moderate
291,201,170,60,216,moderate
52,53,156,101,258,moderate
239,93,41,66,74,moderate
162,282,226,143,288,severe
155,10,25,197,48,mild
209,217,97,274,253,severe
155,89,19,222,220,moderate
71,32,88,155,271,moderate
150,40,179,119,280,moderate
224,19,154,221,175,moderate
133,118,121,144,47,moderate
277,78,288,42,116,moderate
214,23,169,127,38,moderate
149,241,283,112,119,moderate
169,59,193,192,106,moderate
76,0,30,70,255,mild
196,193,44,22,13,mild
244,69,100,34,176,moderate
226,206,1,273,145,moderate
157,103,61,8,80,mild
176,30,165,52,45,mild
13,201,93,63,281,moderate
130,158,226,37,24,moderate
23,13,58,59,172,mild
261,137,87,74,234,moderate
62,131,40,124,25,mild
154,8,290,212,203,moderate
243,181,226,35,52,moderate
269,71,255,276,177,severe
65,94,56,34,226,mild
187,270,143,55,108,moderate
18,240,165,56,279,moderate
17,71,24,110,144,mild
97,25,57,243,183,moderate
85,261,10,291,178,moderate
153,210,140,52,131,moderate
278,21,49,256,127,moderate
48,100,16,185,161,moderate
241,129,294,248,6,moderate
106,87,29,251,279,moderate
101,13,165,11,44,mild
97,70,114,202,223,moderate
251,197,299,193,174,severe
296,204,19,19,12,moderate
293,89,244,273,123,severe
268,266,113,230,183,severe
281,134,266,225,57,moderate
195,259,179,156,205,moderate
286,57,207,277,111,moderate
147,2,88,299,81,moderate
17,105,152,12,50,mild
270,133,282,58,55,moderate
260,214,191,183,222,severe
22,241,121,50,178,moderate
49,0,110,207,237,moderate
92,104,61,287,151,moderate
79,243,252,210,19,moderate
172,16,142,104,242,moderate
286,15,128,199,56,moderate
95,263,189,7,169,moderate
219,257,198,72,52,moderate
220,212,140,248,74,moderate
189,156,177,88,88,moderate
34,137,210,190,156,moderate
76,88,111,91,144,moderate
58,207,64,203,224,moderate
104,103,188,253,259,moderate
36,37,113,252,230,moderate
120,71,186,253,113,moderate
195,68,255,90,246,moderate
206,258,79,241,132,moderate
37,28,216,101,105,mild
64,18,287,214,299,moderate
151,287,40,293,109,moderate
190,71,70,131,41,moderate
240,174,234,103,72,moderate
29,78,208,166,239,moderate
150,198,223,55,9,moderate
237,107,271,113,150,moderate
156,15,294,42,218,moderate
216,25,160,204,218,moderate
77,3,61,115,150,mild
148,113,79,221,203,moderate
255,282,118,237,105,moderate
32,102,102,293,293,moderate
49,169,12,198,58,mild
225,124,75,110,24,moderate
171,258,174,178,243,severe
25,286,62,106,74,moderate
124,168,12,58,230,moderate
225,104,71,72,30,moderate
42,233,169,233,229,moderate
142,187,71,172,151,moderate
77,142,149,196,69,moderate
244,64,31,95,280,moderate
139,266,14,248,74,moderate
292,278,49,133,102,moderate
229,233,282,184,18,moderate
79,224,248,186,26,moderate
204,242,39,140,0,moderate
276,95,12,166,137,moderate
57,98,151,191,287,moderate
53,252,21,13,52,mild
111,160,144,299,22,moderate
132,234,142,101,158,moderate
164,19,175,121,60,moderate
12,11,136,52,251,mild
109,125,99,298,39,moderate
148,283,119,258,11,moderate
2,177,12,2,31,mild
229,289,208,88,161,moderate
27,167,54,277,192,moderate
28,39,87,205,209,moderate
191,194,88,282,283,severe
105,25,168,276,242,moderate
121,140,12,200,135,moderate
27,193,150,251,54,moderate
223,280,250,125,103,moderate
129,40,147,79,257,moderate
255,231,43,134,144,moderate
197,259,180,102,91,moderate
230,124,121,220,217,moderate
220,61,141,135,185,moderate
259,284,118,234,193,severe
244,82,114,59,138,moderate
56,47,91,289,76,moderate
176,259,153,298,17,moderate
2,42,213,85,228,moderate
149,57,4,95,233,moderate
172,158,82,274,232,moderate
220,76,89,258,125,moderate
48,40,80,7,96,mild
76,58,179,26,221,moderate
194,91,265,270,299,severe
27,4,217,296,89,moderate
132,122,72,7,7,mild
81,163,141,209,102,moderate
39,22,123,170,294,moderate
245,260,130,11,89,moderate
57,142,71,85,288,moderate
130,120,125,112,294,moderate
127,173,247,146,235,moderate
4,267,13,21,145,mild
243,50,261,213,181,moderate
198,74,156,17,113,moderate
230,37,116,193,183,moderate
248,295,198,206,158,severe
249,30,95,108,116,moderate
285,224,67,191,265,severe
122,99,241,156,64,moderate
59,270,170,261,249,severe
65,189,192,38,95,moderate
196,150,119,90,242,moderate
109,3,164,48,275,moderate
167,221,143,199,240,moderate
187,93,278,125,39,moderate
37,260,191,268,237,moderate
117,107,48,99,41,mild
259,38,180,97,272,moderate
187,127,195,12,48,moderate
208,81,173,114,172,moderate
108,283,52,295,176,moderate
294,86,123,297,298,severe
1,68,91,208,28,mild
292,6,275,241,190,severe
297,214,93,111,226,moderate
292,164,221,169,96,moderate
260,84,6,247,191,moderate
12,29,57,218,84,mild
65,97,272,285,282,severe
200,33,60,267,234,moderate
258,91,32,127,142,moderate
293,92,53,47,281,moderate
101,258,161,110,105,moderate
246,294,215,268,159,severe
248,112,137,158,134,moderate
294,77,124,134,110,moderate
48,296,138,110,150,moderate
163,122,225,164,256,moderate
40,123,225,155,169,moderate
217,159,206,8,272,moderate
142,35,164,59,9,mild
287,125,63,182,171,moderate
68,250,15,173,145,moderate
192,162,269,255,183,severe
36,279,26,105,182,moderate
58,54,157,96,111,mild
266,26,32,229,256,moderate
37,32,265,89,12,mild
66,43,281,164,160,moderate
274,217,33,242,106,moderate
277,210,25,280,65,moderate
89,257,201,216,59,moderate
155,214,226,296,250,severe
19,83,52,156,30,mild
223,260,71,149,179,moderate
241,246,188,74,78,moderate
220,124,33,221,83,moderate
127,143,11,226,33,moderate
51,180,19,60,64,mild
187,171,191,92,278,moderate
41,159,175,245,13,moderate
161,35,220,166,159,moderate
230,133,139,95,129,moderate
60,98,287,170,243,moderate
133,9,32,145,190,moderate
60,238,192,137,243,moderate
251,186,241,245,127,severe
47,205,125,130,55,moderate
271,294,129,216,84,moderate
187,183,299,147,26,moderate
86,7,25,181,219,moderate
238,265,180,43,11,moderate
292,217,151,167,152,moderate
291,97,4,13,44,mild
137,229,113,236,172,moderate
86,4,130,102,205,moderate
297,236,15,234,204,moderate
234,91,73,90,171,moderate
72,257,199,78,163,moderate
235,237,172,158,105,moderate
66,162,226,273,131,moderate
282,124,90,61,21,moderate
280,196,219,104,292,severe
166,38,208,167,100,moderate
231,128,251,1,32,moderate
195,128,43,291,168,moderate
111,266,1,104,19,moderate
250,274,149,284,116,severe
293,133,193,107,253,moderate
220,187,194,103,214,moderate
30,53,189,117,106,mild
288,177,156,60,141,moderate
150,94,155,38,147,moderate
57,34,136,255,147,moderate
187,249,174,72,179,moderate
94,121,243,244,119,moderate
125,133,9,167,28,mild
273,31,30,79,296,moderate
36,49,237,7,287,moderate
252,151,176,296,80,moderate
16,66,248,158,45,moderate
34,206,22,64,1,mild
205,246,135,207,274,severe
73,187,110,37,175,moderate
60,190,217,73,166,moderate
46,260,292,140,154,moderate
115,98,286,32,147,moderate
144,257,57,198,89,moderate
290,173,118,168,85,moderate
121,274,263,22,81,moderate
75,131,239,115,205,moderate
66,112,228,173,11,moderate
12,219,182,57,81,moderate
296,175,133,144,2,moderate
35,212,10,232,234,moderate
6,42,114,62,222,mild
299,261,79,240,139,severe
280,30,186,87,284,moderate
82,284,268,296,13,moderate
211,28,237,140,56,moderate
78,166,201,202,192,moderate
86,52,151,228,145,moderate
135,187,244,202,201,moderate
113,4,206,171,119,moderate
155,23,29,178,62,mild
267,161,12,283,298,severe
278,81,209,110,282,moderate
94,46,250,236,39,moderate
39,112,256,107,154,moderate
77,49,176,267,147,moderate
74,70,131,223,115,moderate
125,209,190,208,45,moderate
253,225,162,44,277,moderate
291,91,89,63,10,moderate
5,7,204,163,10,mild
243,246,260,254,176,severe
212,53,287,103,171,moderate
204,6,142,64,30,mild
297,46,107,68,21,moderate
168,149,290,265,113,moderate
88,55,75,242,194,moderate
273,221,146,161,150,moderate
34,95,96,75,187,mild
264,36,76,218,0,moderate
226,235,96,68,128,moderate
196,37,21,59,112,mild
215,189,184,137,73,moderate
65,73,82,198,18,mild
145,177,216,198,71,moderate
131,225,180,264,243,severe
145,36,173,199,230,moderate
182,96,209,256,291,severe
218,130,115,64,60,moderate
176,236,171,219,29,moderate
179,274,156,123,157,moderate
35,148,133,125,85,moderate
233,144,80,115,123,moderate
2,13,145,149,242,moderate
143,176,152,50,27,moderate
117,173,237,94,287,moderate
142,148,185,131,257,moderate
209,96,155,176,232,moderate
236,39,234,67,253,moderate
72,289,258,123,294,severe
268,163,220,64,88,moderate
60,114,296,65,165,moderate
39,222,212,229,202,moderate
47,71,34,91,56,mild
58,122,168,275,194,moderate
158,185,55,192,109,moderate
155,44,208,285,245,moderate
61,150,143,255,184,moderate
276,87,68,111,191,moderate
198,289,45,71,48,moderate
98,116,253,178,252,moderate
122,250,65,32,6,mild
243,148,223,55,158,moderate
267,252,83,133,73,moderate
229,133,34,263,196,moderate
125,190,160,198,235,moderate
36,28,205,200,154,moderate
263,159,115,142,27,moderate
68,115,102,51,62,mild
61,27,279,292,158,moderate
16,292,108,43,144,moderate
245,218,116,172,120,moderate
9,214,133,295,46,moderate
261,173,23,131,149,moderate
150,272,203,214,70,moderate
32,112,132,247,249,moderate
175,196,232,299,160,severe
156,156,238,211,246,severe
126,12,49,131,279,moderate
198,60,106,116,84,moderate
289,281,57,264,8,moderate
158,146,101,216,156,moderate
178,2,184,11,35,mild
118,188,264,241,119,moderate
82,214,18,139,203,moderate
5,182,42,259,60,moderate
266,259,299,114,230,severe
191,222,69,115,9,moderate
227,160,252,163,238,severe
65,70,68,114,286,moderate
69,98,61,271,2,moderate
111,138,4,8,129,mild
92,278,247,206,193,severe
195,187,226,274,2,moderate
235,217,155,269,105,moderate
108,157,175,147,195,moderate
260,175,150,289,0,moderate
290,194,172,201,164,severe
225,171,179,217,181,moderate
183,207,198,211,116,moderate
270,234,94,10,143,moderate
189,108,177,11,292,moderate
201,191,90,96,133,moderate
182,19,287,149,96,moderate
204,214,199,260,75,moderate
4,7,23,36,262,mild
159,94,130,99,262,moderate
164,298,193,180,172,severe
28,282,298,74,109,moderate
272,282,206,261,24,severe
286,127,292,33,40,moderate
284,89,78,193,66,moderate
137,71,299,145,247,moderate
176,119,212,231,65,moderate
220,106,36,155,193,moderate
230,77,144,292,225,moderate
118,20,103,284,201,moderate
164,209,183,63,161,moderate
190,15,295,241,18,moderate
34,215,282,190,136,moderate
2,93,173,108,79,mild
29,1,31,97,150,mild
2,142,87,78,248,moderate
252,160,156,70,49,moderate
272,57,185,59,259,moderate
119,165,183,74,174,moderate
132,108,266,161,180,moderate
249,137,44,9,8,mild
40,256,275,132,89,moderate
8,221,169,130,182,moderate
32,61,248,107,19,mild
159,228,214,15,194,moderate
26,285,14,78,51,mild
188,254,108,283,237,severe
58,116,244,125,257,moderate
184,289,242,223,199,severe
67,120,82,218,117,moderate
259,242,117,143,106,moderate
105,54,64,99,283,moderate
82,144,276,261,233,moderate
185,80,125,73,163,moderate
272,119,180,26,241,moderate
189,264,260,111,186,severe
89,269,284,34,244,moderate
129,187,241,247,165,moderate
77,117,73,46,50,mild
135,44,170,175,291,moderate
95,248,25,113,132,moderate
59,41,182,290,65,moderate
152,201,55,291,212,moderate
121,21,128,135,247,moderate
207,194,99,286,206,moderate
216,249,113,201,264,severe
227,48,288,115,12,moderate
122,271,197,223,230,severe
25,256,9,112,186,moderate
15,294,65,66,182,moderate
39,247,269,69,88,moderate
18,179,157,142,9,moderate
126,175,80,299,74,moderate
68,195,209,68,171,moderate
64,13,228,4,59,mild
147,51,132,280,247,moderate
143,13,197,251,48,moderate
77,46,160,107,104,mild
180,231,206,112,295,severe
288,129,160,89,17,moderate
121,230,262,177,18,moderate
179,207,127,154,192,moderate
164,175,287,22,193,moderate
122,60,211,132,161,moderate
260,152,220,104,117,moderate
38,38,102,83,297,moderate
27,231,40,293,157,moderate
81,197,188,257,48,moderate
26,16,31,66,9,mild
6,24,63,239,207,moderate
254,170,91,18,101,moderate
4,291,85,34,269,moderate
267,48,45,75,112,moderate
194,34,64,206,183,moderate
229,86,143,184,221,moderate
209,217,262,158,140,moderate
275,41,263,168,126,moderate
201,23,154,59,172,moderate
160,122,262,210,246,severe
98,243,18,192,75,moderate
213,225,203,248,296,severe
46,69,102,43,104,mild
97,183,142,290,104,moderate
110,172,76,275,112,moderate
140,216,111,39,145,moderate
163,91,144,252,178,moderate
2,156,34,208,3,mild
32,176,281,159,253,moderate
127,154,86,43,50,mild
25,129,246,268,16,moderate
172,151,67,201,216,moderate
251,34,233,171,117,moderate
56,141,164,243,225,moderate
196,19,258,229,242,moderate
189,228,241,146,182,moderate
184,267,13,235,237,moderate
14,279,45,260,66,moderate
102,198,158,213,264,moderate
171,109,137,243,145,moderate
43,27,249,161,225,moderate
170,155,132,197,289,moderate
273,128,48,169,177,moderate
217,206,239,263,285,severe
80,251,164,113,144,moderate
66,115,183,240,59,moderate
71,74,288,286,160,moderate
298,195,67,120,216,moderate
258,136,263,246,73,moderate
157,169,69,225,276,moderate
141,80,74,117,276,moderate
7,20,197,293,197,moderate
100,153,206,45,217,moderate
11,279,14,86,277,moderate
260,27,28,200,144,moderate
183,222,107,120,140,moderate
144,187,195,202,96,moderate
269,282,177,7,197,moderate
191,183,144,299,110,moderate
56,73,212,213,8,moderate
299,94,3,174,127,moderate
95,114,151,31,273,moderate
15,65,276,118,53,moderate
206,115,141,84,145,moderate
52,120,3,278,15,mild
190,230,256,253,65,moderate
153,196,188,73,135,moderate
186,119,133,237,94,moderate
245,48,259,66,83,moderate
119,44,297,205,36,moderate
258,223,243,254,160,severe
222,94,88,32,211,moderate
288,183,5,82,205,moderate
290,119,26,213,50,moderate
85,185,64,275,276,moderate
155,60,112,54,284,moderate
62,222,111,174,232,moderate
27,271,158,247,56,moderate
124,142,299,200,103,moderate
253,83,190,29,259,moderate
176,105,10,176,295,moderate
206,9,227,5,116,moderate
256,58,125,168,116,moderate
226,150,22,126,292,moderate
97,146,87,10,40,mild
18,212,76,116,59,mild
231,42,299,229,46,moderate
176,296,33,250,267,severe
213,230,86,19,285,moderate
246,266,233,59,50,moderate
226,233,143,195,291,severe
52,50,166,87,21,mild
276,138,264,76,184,moderate
50,289,193,112,166,moderate
249,82,190,57,225,moderate
293,30,67,105,195,moderate
96,92,151,51,236,moderate
25,188,45,275,56,moderate
14,114,41,242,87,mild
215,134,117,198,24,moderate
90,271,267,96,132,moderate
151,70,150,33,253,moderate
122,218,53,162,40,moderate
106,295,54,72,185,moderate
294,256,36,248,218,severe
299,55,46,13,259,moderate
298,26,278,170,115,moderate
101,42,113,286,34,moderate
153,10,248,10,237,moderate
287,124,150,180,154,moderate
134,181,37,211,296,moderate
28,183,249,151,64,moderate
19,31,70,193,101,mild
95,224,2,59,200,moderate
275,278,168,83,264,severe
63,289,222,156,215,moderate
188,205,269,124,104,moderate
266,128,179,136,104,moderate
299,177,205,156,44,moderate
57,110,242,161,108,moderate
129,111,239,204,198,moderate
129,110,174,57,252,moderate
135,209,289,13,275,moderate
100,251,187,55,174,moderate
238,104,248,270,141,severe
194,148,31,270,107,moderate
196,8,12,284,212,moderate
113,283,171,190,168,moderate
5,253,4,265,285,moderate
103,117,183,120,234,moderate
57,62,149,178,63,moderate
283,48,227,285,148,moderate
97,83,159,58,132,moderate
285,272,291,191,178,severe
242,175,208,248,26,moderate
206,138,150,285,185,moderate
162,84,192,96,170,moderate
249,151,154,293,67,moderate
272,161,210,180,50,moderate
255,86,52,5,125,moderate
207,208,157,237,218,severe
114,199,77,12,12,mild
93,6,195,143,55,mild
182,284,120,272,87,moderate
66,54,152,115,83,mild
87,49,238,258,134,moderate
3,166,48,119,293,moderate
37,185,49,221,161,moderate
289,288,225,106,161,severe
11,50,297,281,46,moderate
13,293,290,56,297,moderate
102,287,41,41,259,moderate
259,102,247,269,185,severe
17,168,283,45,290,moderate
284,37,75,189,289,moderate
264,6,86,166,248,moderate
221,130,66,252,273,moderate
71,299,90,139,173,moderate
174,195,221,229,27,moderate
175,259,7,67,232,moderate
211,110,15,284,3,moderate
223,180,16,140,211,moderate
74,198,32,169,197,moderate
128,111,61,7,223,moderate
185,222,273,211,104,moderate
163,232,246,228,17,moderate
206,285,161,283,28,moderate
164,194,88,294,239,moderate
65,127,280,225,232,moderate
292,232,215,61,51,moderate
298,296,14,262,23,moderate
193,225,256,16,216,moderate
179,146,155,110,184,moderate
244,116,160,26,83,moderate
204,155,244,16,224,moderate
16,205,117,32,125,mild
129,108,223,242,185,moderate
27,246,9,283,250,moderate
205,13,88,158,203,moderate
203,190,145,109,26,moderate
120,218,149,46,240,moderate
56,285,288,15,209,moderate
18,20,93,274,42,mild
114,249,75,38,159,moderate
114,64,75,215,9,mild
238,260,121,167,21,moderate
81,198,12,48,62,mild
297,137,178,89,230,moderate
126,138,204,226,222,moderate
257,74,123,127,68,moderate
129,19,205,218,280,moderate
236,298,235,48,139,moderate
4,92,20,163,220,mild
55,207,183,181,99,moderate
28,256,226,128,181,moderate
46,191,17,260,284,moderate
39,89,166,66,199,moderate
220,223,296,52,49,moderate
144,191,134,253,121,moderate
109,4,144,284,33,moderate
64,298,297,274,104,severe
22,14,118,146,30,mild
150,99,193,41,116,moderate
280,195,261,281,32,severe
67,39,66,105,136,mild
235,248,144,47,205,moderate
60,278,295,29,219,moderate
158,145,294,284,54,moderate
25,198,179,80,289,moderate
211,84,142,267,125,moderate
78,272,275,96,189,moderate
163,133,249,246,143,moderate
242,142,140,185,92,moderate
192,51,267,50,256,moderate
91,69,224,292,125,moderate
267,147,157,63,75,moderate
247,277,14,249,293,severe
150,52,93,104,13,mild
206,127,91,62,54,moderate
152,199,78,244,218,moderate
76,214,235,65,26,moderate
199,257,292,60,276,severe
106,249,131,115,142,moderate
71,83,27,257,19,mild
143,101,189,272,217,moderate
197,199,61,216,272,moderate
45,215,70,38,86,mild
72,47,266,239,36,moderate
254,239,209,27,31,moderate
214,244,59,288,235,severe
120,188,0,20,114,mild
271,216,26,190,209,moderate
290,291,27,36,189,moderate
41,297,40,254,42,moderate
138,248,229,173,44,moderate
47,233,4,83,41,mild
233,55,43,111,40,mild
153,223,218,15,102,moderate
62,264,72,134,11,moderate
47,284,256,101,149,moderate
75,190,123,120,284,moderate
143,283,157,284,198,severe
189,196,267,278,112,severe
179,189,219,4,244,moderate
74,213,187,56,22,moderate
252,71,104,46,207,moderate
4,30,155,97,73,mild
237,190,159,71,105,moderate
43,147,49,277,166,moderate
140,234,126,56,115,moderate
61,196,145,199,56,moderate
164,211,70,90,26,moderate
266,144,268,258,288,severe
143,221,41,228,155,moderate
103,196,239,221,161,moderate
163,232,298,29,276,moderate
38,124,138,45,87,mild
122,35,139,249,83,moderate
284,103,279,223,109,moderate
98,10,17,248,43,mild
52,26,80,53,255,mild
65,113,253,29,233,moderate
58,30,154,151,88,mild
57,208,59,61,43,mild
177,71,138,116,277,moderate
32,297,86,292,118,moderate
239,51,74,210,50,moderate
93,187,218,248,201,moderate
10,91,243,119,3,mild
134,34,282,198,265,moderate
130,202,185,133,52,moderate
223,115,69,216,107,moderate
18,65,226,74,228,moderate
132,35,1,143,77,mild
75,65,257,276,91,moderate
230,286,19,182,298,severe
223,194,55,75,0,moderate
272,291,286,44,264,severe
225,211,188,75,195,moderate
118,24,224,45,67,mild
68,292,123,278,265,severe
183,276,265,146,90,moderate
210,193,101,151,94,moderate
17,96,80,139,283,moderate
253,187,84,52,216,moderate
207,153,88,11,135,moderate
224,253,190,296,204,severe
261,66,196,223,66,moderate
38,157,221,0,127,moderate
210,257,161,42,216,moderate
39,141,118,243,233,moderate
20,24,266,111,27,mild
283,65,275,286,247,severe
80,15,169,125,8,mild
86,242,136,215,257,moderate
135,206,174,122,40,moderate
4,152,39,280,191,moderate
298,260,171,220,84,severe
278,200,182,87,164,moderate
52,71,299,264,120,moderate
110,49,244,140,119,moderate
177,213,169,222,49,moderate
17,20,112,67,210,mild
73,150,151,6,223,moderate
151,61,245,5,34,mild
212,81,174,89,239,moderate
205,136,124,206,59,moderate
93,283,199,150,22,moderate
286,260,282,56,157,severe
270,150,111,147,253,moderate
288,215,167,143,280,severe
76,29,30,297,18,mild
295,108,280,224,12,moderate
179,255,204,66,75,moderate
266,202,121,4,4,moderate
217,140,215,244,109,moderate
77,95,242,8,243,moderate
57,74,99,242,284,moderate
77,194,17,155,17,mild
100,146,232,94,29,moderate
146,281,61,42,62,moderate
38,25,121,273,42,mild
293,253,1,14,234,moderate
130,123,274,254,235,severe
12,30,240,164,123,moderate
5,145,160,17,279,moderate
144,287,103,227,273,severe
251,233,58,141,91,moderate
220,283,10,180,296,moderate
218,186,264,81,24,moderate
283,173,248,271,173,severe
223,102,83,5,30,mild
37,232,213,14,247,moderate
286,8,267,254,277,severe
203,142,127,214,88,moderate
74,161,284,64,117,moderate
29,19,8,148,197,mild
255,73,181,114,47,moderate
33,282,168,89,263,moderate
129,15,282,196,223,moderate
186,186,130,148,148,moderate
216,200,104,76,10,moderate
210,199,279,65,256,severe
185,165,165,219,196,moderate
188,159,272,157,165,moderate
135,76,258,153,39,moderate
289,62,205,126,95,moderate
24,265,195,174,35,moderate
89,202,76,109,187,moderate
31,81,64,114,15,mild
160,84,149,196,5,moderate
231,85,133,164,56,moderate
25,247,36,227,130,moderate
288,33,97,277,82,moderate
81,152,239,143,168,moderate
75,0,86,187,77,mild
196,203,54,113,288,moderate
248,27,4,157,283,moderate
265,227,82,244,4,moderate
121,280,212,49,29,moderate
202,137,103,48,141,moderate
206,115,113,282,85,moderate
264,143,59,95,217,moderate
208,82,62,6,299,moderate
297,248,109,297,24,moderate
229,124,19,27,60,mild
180,113,236,87,229,moderate
174,140,205,134,92,moderate
104,128,27,252,11,moderate
217,224,200,192,109,moderate
291,20,278,70,59,moderate
281,99,98,121,149,moderate
249,31,89,286,255,moderate
62,213,256,210,175,moderate
14,247,184,116,117,moderate
75,42,291,191,66,moderate
55,291,263,282,160,severe
48,65,216,202,236,moderate
21,33,191,263,13,moderate
113,274,175,269,109,moderate
149,281,80,230,96,moderate
216,215,118,188,261,moderate
79,155,57,100,245,moderate
96,31,197,121,121,moderate
24,233,94,148,234,moderate
179,260,218,210,295,severe
199,104,189,267,241,severe
260,151,5,100,266,moderate
190,16,2,130,216,moderate
164,161,269,114,52,moderate
38,194,186,175,33,moderate
179,299,107,112,52,moderate
128,51,109,172,76,moderate
118,235,140,222,288,severe
223,256,122,99,89,moderate
178,82,53,244,293,moderate
36,191,25,138,189,moderate
128,102,225,115,95,moderate
183,18,127,210,31,moderate
238,149,70,200,192,moderate
296,277,162,258,252,severe
6,159,96,49,37,mild
77,69,152,101,191,moderate
79,76,100,272,284,moderate
173,3,199,106,167,moderate
61,240,167,223,220,moderate
239,24,100,173,245,moderate
44,209,132,66,197,moderate
49,106,225,99,148,moderate
239,137,284,111,168,moderate
114,278,287,134,263,severe
16,166,102,108,216,moderate
290,120,89,115,15,moderate
208,222,81,98,176,moderate
